<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20121018,5910.90,5928.30,5896.50,5917.00,878645800
20121019,5917.00,5919.70,5892.20,5896.10,829432600
20121022,5896.10,5911.00,5869.90,5882.90,540570400
20121023,5882.90,5893.40,5789.00,5797.90,654156800
20121024,5797.90,5823.20,5776.60,5804.80,957930400
20121025,5804.80,5840.60,5802.20,5805.00,654435200
20121026,5805.00,5817.90,5753.30,5806.70,622849800
20121029,5806.70,5812.70,5763.50,5795.10,432888800
20121030,5795.10,5852.20,5794.90,5849.90,403992200
20121031,5849.90,5866.70,5782.70,5782.70,874664200
20121101,5782.70,5866.80,5778.00,5861.90,1042673900
20121102,5861.90,5890.10,5844.30,5868.50,855128600
20121105,5868.50,5868.50,5825.50,5839.10,568662200
20121106,5839.10,5885.20,5839.10,5884.90,774892600
20121107,5884.90,5921.80,5789.40,5791.60,922666000
20121108,5791.60,5824.40,5770.70,5776.00,729478400
20121109,5776.00,5786.40,5715.20,5769.70,708900000
20121112,5769.70,5795.30,5762.00,5767.30,654357600
20121113,5767.30,5786.30,5711.00,5786.30,950553800
20121114,5786.30,5786.30,5719.60,5722.00,865457600
20121115,5722.00,5722.00,5674.30,5677.80,800053200
20121116,5677.80,5682.70,5605.60,5605.60,939484400
20121119,5605.60,5739.70,5605.60,5737.70,748670800
20121120,5737.70,5751.80,5706.70,5748.10,803636400
20121121,5748.10,5760.10,5727.90,5752.00,640338800
20121122,5752.00,5796.50,5752.00,5791.00,511821600
20121123,5791.00,5830.50,5781.40,5819.10,427505000
20121126,5819.10,5819.10,5773.90,5786.70,601954400
20121127,5786.70,5823.20,5786.70,5799.70,659091000
20121128,5799.70,5808.30,5755.20,5803.30,610194800
20121129,5803.30,5884.00,5803.30,5870.30,652938200
20121130,5870.30,5904.40,5860.30,5866.80,699208800
20121203,5866.80,5902.00,5859.60,5871.20,512099800
20121204,5871.20,5885.40,5852.90,5869.00,598705000
20121205,5869.00,5902.70,5869.00,5892.10,610548400
20121206,5892.10,5923.90,5889.60,5901.40,637268600
20121207,5901.40,5923.10,5889.90,5914.40,584102400
20121210,5914.40,5924.00,5891.30,5921.60,463904000
20121211,5921.60,5937.90,5908.30,5925.00,516458000
20121212,5925.00,5948.50,5915.90,5945.90,629912400
20121213,5945.90,5947.90,5918.60,5929.60,558011000
20121214,5929.60,5944.50,5915.30,5921.80,529958200
20121217,5921.80,5923.90,5881.00,5912.10,533505800
20121218,5912.10,5946.40,5911.10,5935.90,664631200
20121219,5935.90,5977.80,5935.90,5961.60,747948400
20121220,5961.60,5970.90,5950.10,5958.30,596699400
20121221,5958.30,5958.30,5894.10,5940.00,933059800
20121224,5940.00,5957.70,5937.10,5954.20,149881200
20121227,5954.20,5997.00,5942.40,5954.30,340703400
20121228,5954.30,5976.00,5915.30,5925.40,306906200
20121231,5925.40,5925.40,5873.40,5897.80,164636400
20130102,5897.80,6044.60,5897.80,6027.40,652659400
20130103,6027.40,6051.30,6016.80,6047.30,470665800
20130104,6047.30,6089.80,6038.00,6089.80,548929200
20130107,6089.80,6091.50,6060.80,6064.60,571661600
20130108,6064.60,6088.20,6053.60,6053.60,663115600
20130109,6053.60,6112.30,6053.60,6098.60,812116200
20130110,6098.60,6118.30,6090.60,6101.50,764650200
20130111,6101.50,6121.60,6095.10,6121.60,686181000
20130114,6121.60,6134.20,6104.90,6107.90,628350000
20130115,6107.90,6117.30,6086.20,6117.30,701563800
20130116,6117.30,6117.30,6076.10,6104.00,818412000
20130117,6104.00,6135.90,6087.50,6132.40,623129400
20130118,6132.40,6172.50,6131.90,6154.40,713504600
20130121,6154.40,6182.20,6154.40,6181.00,406293000
20130122,6181.00,6188.60,6149.20,6179.20,558352800
20130123,6179.20,6200.50,6178.50,6197.60,685179600
20130124,6197.60,6271.40,6186.50,6264.90,655654800
20130125,6264.90,6284.50,6247.30,6284.50,585555600
20130128,6284.50,6311.30,6277.00,6294.40,541633400
20130129,6294.40,6346.40,6285.80,6339.20,641748600
20130130,6339.20,6354.50,6316.30,6323.10,691737600
20130131,6323.10,6323.10,6276.90,6276.90,809629200
20130201,6276.90,6354.00,6275.50,6347.20,686175200
20130204,6347.20,6347.30,6236.70,6246.80,765970800
20130205,6246.80,6296.50,6244.10,6282.80,613288000
20130206,6282.80,6321.50,6265.50,6295.30,673857000
20130207,6295.30,6313.00,6216.70,6228.40,721694400
20130208,6228.40,6278.10,6228.40,6263.90,589359200
20130211,6263.90,6294.80,6252.30,6277.10,448134200
20130212,6277.10,6338.40,6259.80,6338.40,813154400
20130213,6338.40,6384.70,6311.60,6359.10,756377600
20130214,6359.10,6364.70,6302.00,6327.40,713898800
20130215,6327.40,6352.20,6309.80,6328.30,636564400
20130218,6328.30,6330.20,6306.80,6318.20,460474800
20130219,6318.20,6385.10,6304.40,6379.10,672871800
20130220,6379.10,6412.40,6368.20,6395.40,756333800
20130221,6395.40,6395.40,6278.00,6291.50,733017000
20130222,6291.50,6347.30,6291.50,6335.70,704666000
20130225,6335.70,6390.10,6324.00,6355.40,994472400
20130226,6355.40,6355.40,6258.60,6270.40,773036600
20130227,6270.40,6335.90,6269.30,6325.90,707922400
20130228,6325.90,6372.00,6325.90,6360.80,910118600
20130301,6360.80,6391.70,6308.60,6378.60,1106390000
20130304,6378.60,6379.30,6333.20,6345.60,704235600
20130305,6345.60,6437.30,6344.80,6432.00,683560800
20130306,6432.00,6461.00,6418.70,6427.60,1098361500
20130307,6427.60,6459.70,6427.30,6439.20,923031400
20130308,6439.20,6489.50,6439.20,6483.60,844774800
20130311,6483.60,6505.30,6473.60,6503.60,630034000
20130312,6503.60,6534.00,6491.80,6510.60,617257000
20130313,6510.60,6510.60,6437.60,6481.50,666769800
20130314,6481.50,6532.60,6478.50,6529.40,792751600
20130315,6529.40,6533.80,6470.10,6489.60,1262249300
20130318,6489.60,6489.60,6386.20,6457.90,789985800
20130319,6457.90,6474.60,6414.50,6441.30,679522800
20130320,6441.30,6475.60,6421.30,6432.70,732609800
20130321,6432.70,6435.60,6364.00,6388.50,641944200
20130322,6388.50,6426.50,6374.50,6392.80,770408600
20130325,6392.80,6458.50,6366.60,6378.40,768531800
20130326,6378.40,6404.50,6369.60,6399.40,650709400
20130327,6399.40,6420.90,6344.20,6387.60,758411800
20130328,6387.60,6447.90,6382.00,6411.70,731707000
20130402,6411.70,6501.80,6408.80,6490.70,913557400
20130403,6490.70,6491.80,6416.70,6420.30,676902200
20130404,6420.30,6426.40,6341.40,6344.10,680161200
20130405,6344.10,6346.80,6214.40,6249.80,668684000
20130408,6249.80,6289.60,6249.80,6276.90,650412400
20130409,6276.90,6326.50,6276.90,6313.20,613730800
20130410,6313.20,6405.20,6313.20,6387.40,678612600
20130411,6387.40,6423.60,6377.50,6416.10,557354800
20130412,6416.10,6416.10,6368.20,6384.40,521445600
20130415,6384.40,6384.40,6300.10,6343.60,576452000
20130416,6343.60,6343.60,6297.50,6304.60,609897600
20130417,6304.60,6334.40,6225.20,6244.20,739341600
20130418,6244.20,6277.80,6225.90,6243.70,670060000
20130419,6243.70,6288.70,6243.70,6286.60,694202800
20130422,6286.60,6342.00,6259.00,6280.60,605846000
20130423,6280.60,6406.10,6278.50,6406.10,719139000
20130424,6406.10,6438.90,6396.20,6431.80,735699000
20130425,6431.80,6467.10,6411.90,6442.60,739178800
20130426,6442.60,6442.60,6399.40,6426.40,560753800
20130429,6426.40,6458.00,6419.30,6458.00,636209400
20130430,6458.00,6483.10,6412.70,6430.10,1081922400
20130501,6430.10,6475.90,6429.80,6451.30,409459800
20130502,6451.30,6470.30,6409.80,6460.70,744888400
20130503,6460.70,6541.70,6451.50,6521.50,768857600
20130507,6521.50,6563.90,6521.40,6557.30,795845400
20130508,6557.30,6587.40,6547.00,6583.50,705687200
20130509,6583.50,6597.30,6571.70,6592.70,750085400
20130510,6592.70,6637.80,6591.60,6625.00,807522600
20130513,6625.00,6633.30,6602.80,6631.80,560541800
20130514,6631.80,6686.10,6618.40,6686.10,618403600
20130515,6686.10,6701.70,6669.00,6693.50,692963200
20130516,6693.50,6714.50,6677.10,6687.80,769493800
20130517,6687.80,6726.90,6669.90,6723.10,855235200
20130520,6723.10,6755.60,6709.10,6755.60,745786000
20130521,6755.60,6803.90,6744.20,6803.90,765287800
20130522,6803.90,6875.60,6781.50,6840.30,980548600
20130523,6840.30,6840.30,6658.80,6696.80,987091200
20130524,6696.80,6720.10,6640.10,6654.30,787892200
20130528,6654.30,6790.70,6654.30,6762.00,658885400
20130529,6762.00,6762.00,6620.80,6627.20,624811600
20130530,6627.20,6657.00,6611.00,6657.00,602549400
20130531,6657.00,6657.10,6577.80,6583.10,1182978500
20130603,6583.10,6583.10,6514.10,6525.10,790082200
20130604,6525.10,6577.00,6525.10,6558.60,806463000
20130605,6558.60,6558.60,6419.30,6419.30,800986600
20130606,6419.30,6435.40,6336.10,6336.10,680974000
20130607,6336.10,6421.40,6313.60,6412.00,786639400
20130610,6412.00,6421.20,6379.60,6400.50,605036600
20130611,6400.50,6401.20,6280.10,6340.10,736368200
20130612,6340.10,6364.30,6295.90,6299.50,694945800
20130613,6299.50,6311.00,6205.70,6304.60,824350800
20130614,6304.60,6343.50,6290.60,6308.30,734161600
20130617,6308.30,6370.80,6308.30,6330.50,575444200
20130618,6330.50,6397.30,6311.40,6374.20,654137200
20130619,6374.20,6383.60,6327.00,6348.80,723618600
20130620,6348.80,6348.80,6145.00,6159.50,874969200
20130621,6159.50,6244.20,6116.20,6116.20,1508289700
20130624,6116.20,6136.10,6023.40,6029.10,864109800
20130625,6029.10,6114.60,6029.10,6101.90,786471800
20130626,6101.90,6177.90,6089.20,6165.50,754668000
20130627,6165.50,6271.80,6165.50,6243.40,803972600
20130628,6243.40,6268.80,6207.70,6215.50,921420800
20130701,6215.50,6317.00,6215.40,6307.80,657027000
20130702,6307.80,6314.10,6266.50,6303.90,560698800
20130703,6303.90,6303.90,6185.20,6229.90,663008600
20130704,6229.90,6431.40,6229.90,6421.70,824171600
20130705,6421.70,6498.60,6364.40,6375.50,725870000
20130708,6375.50,6476.10,6375.50,6450.10,622004000
20130709,6450.10,6530.90,6450.10,6513.10,658794800
20130710,6513.10,6535.90,6472.40,6505.00,608646600
20130711,6505.00,6585.70,6505.00,6543.40,646463200
20130712,6543.40,6583.90,6540.20,6544.90,595530200
20130715,6544.90,6605.90,6544.90,6586.10,585046200
20130716,6586.10,6606.40,6556.40,6556.40,746494800
20130717,6556.40,6595.60,6517.40,6571.90,694631000
20130718,6571.90,6657.40,6555.80,6634.40,658456000
20130719,6634.40,6635.20,6592.10,6630.70,768285600
20130722,6630.70,6645.00,6608.20,6623.20,503256000
20130723,6623.20,6657.70,6597.40,6597.40,673295800
20130724,6597.40,6662.20,6581.60,6620.40,595811200
20130725,6620.40,6625.40,6540.40,6588.00,505143000
20130726,6588.00,6629.90,6535.20,6554.80,455317800
20130729,6554.80,6606.40,6544.10,6560.30,487601000
20130730,6560.30,6600.70,6560.30,6570.90,696264200
20130731,6570.90,6659.40,6556.60,6621.10,751660500
20130801,6621.10,6682.00,6607.30,6682.00,977036000
20130802,6682.00,6696.60,6623.90,6647.90,660354300
20130805,6647.90,6684.90,6590.10,6619.60,606593100
20130806,6619.60,6630.10,6562.30,6604.20,698361700
20130807,6604.20,6625.00,6511.20,6511.20,641421900
20130808,6511.20,6558.60,6507.20,6529.70,566013400
20130809,6529.70,6601.20,6529.50,6583.40,632996000
20130812,6583.40,6598.40,6547.00,6574.30,478927500
20130813,6574.30,6620.40,6568.40,6611.90,568866700
20130814,6611.90,6628.00,6582.60,6587.40,681842200
20130815,6587.40,6587.90,6460.10,6483.30,667125400
20130816,6483.30,6502.30,6461.30,6500.00,650228300
20130819,6500.00,6506.60,6457.70,6465.70,467686800
20130820,6465.70,6465.70,6398.60,6453.50,620943400
20130821,6453.50,6453.60,6386.70,6390.80,607065200
20130822,6390.80,6468.90,6390.60,6446.90,501967700
20130823,6446.90,6516.70,6422.40,6492.10,486112600
20130827,6492.10,6494.20,6424.00,6441.00,760395800
20130828,6441.00,6441.00,6393.60,6430.10,748559900
20130829,6430.10,6500.50,6430.00,6483.00,876420200
20130830,6483.00,6502.20,6409.60,6412.90,797043200
20130902,6412.90,6532.30,6412.90,6506.20,596599000
20130903,6506.20,6523.20,6457.00,6468.40,737860200
20130904,6468.40,6486.40,6423.50,6474.70,717066000
20130905,6474.70,6543.20,6461.70,6532.40,758348500
20130906,6532.40,6568.20,6492.50,6547.30,606304200
20130909,6547.30,6555.90,6508.80,6530.70,586911600
20130910,6530.70,6599.50,6530.70,6584.00,730044200
20130911,6584.00,6589.90,6559.70,6588.40,709330400
20130912,6588.40,6606.10,6558.60,6589.00,619446600
20130913,6589.00,6589.00,6561.80,6583.80,495637800
20130916,6583.80,6652.70,6583.80,6622.90,565475200
20130917,6622.90,6623.00,6570.20,6570.20,1201089700
20130918,6570.20,6587.60,6532.50,6558.80,795710600
20130919,6558.80,6659.10,6558.80,6625.40,799988500
20130920,6625.40,6629.90,6594.20,6596.40,1538850400
20130923,6596.40,6601.50,6542.70,6557.40,592407000
20130924,6557.40,6585.40,6549.90,6571.50,663765500
20130925,6571.50,6588.00,6526.40,6551.50,828370700
20130926,6551.50,6580.90,6535.80,6565.60,553128300
20130927,6565.60,6568.90,6487.30,6512.70,561543500
20130930,6512.70,6512.70,6438.70,6462.20,667902900
20131001,6462.20,6466.30,6424.40,6460.00,599067800
20131002,6460.00,6460.00,6386.20,6437.50,575169800
20131003,6437.50,6472.40,6436.20,6449.00,618471300
20131004,6449.00,6473.60,6429.00,6453.90,530171800
20131007,6453.90,6453.90,6391.50,6437.30,484158900
20131008,6437.30,6437.70,6365.00,6365.80,718272100
20131009,6365.80,6372.60,6316.90,6337.90,606274000
20131010,6337.90,6446.20,6337.90,6430.50,665238500
20131011,6430.50,6489.20,6430.50,6487.20,545658000
20131014,6487.20,6507.80,6464.40,6507.70,434972100
20131015,6507.70,6569.30,6507.70,6549.10,603859600
20131016,6549.10,6584.40,6504.30,6571.60,663774200
20131017,6571.60,6576.20,6529.20,6576.20,669589600
20131018,6576.20,6622.70,6576.20,6622.60,710029000
20131021,6622.60,6654.20,6617.80,6654.20,494967100
20131022,6654.20,6719.30,6653.70,6695.70,575007200
20131023,6695.70,6695.90,6655.20,6674.50,643936600
20131024,6674.50,6719.30,6674.20,6713.20,601320900
20131025,6713.20,6729.70,6700.40,6721.30,569150500
20131028,6721.30,6739.70,6704.20,6725.80,590265200
20131029,6725.80,6777.20,6718.90,6774.70,781277300
20131030,6774.70,6819.90,6763.70,6777.70,656351600
20131031,6777.70,6778.30,6719.50,6731.40,742779000
20131101,6731.40,6760.90,6715.30,6734.70,675463600
20131104,6734.70,6780.10,6734.60,6763.60,510560500
20131105,6763.60,6773.90,6708.50,6746.80,723671000
20131106,6746.80,6768.20,6735.60,6741.70,636589100
20131107,6741.70,6779.20,6680.00,6697.20,641427800
20131108,6697.20,6713.90,6643.90,6708.40,605443100
20131111,6708.40,6744.80,6702.00,6728.40,633862400
20131112,6728.40,6728.40,6693.30,6726.80,589417300
20131113,6726.80,6726.80,6614.00,6630.00,723057200
20131114,6630.00,6696.20,6630.00,6666.10,624198000
20131115,6666.10,6703.10,6665.50,6693.40,588645400
20131118,6693.40,6732.10,6671.60,6723.50,539249500
20131119,6723.50,6723.50,6677.90,6698.00,532008000
20131120,6698.00,6711.40,6661.70,6681.10,559444300
20131121,6681.10,6697.70,6643.50,6681.30,483785600
20131122,6681.30,6711.00,6661.00,6674.30,495703600
20131125,6674.30,6709.10,6674.30,6694.60,465826400
20131126,6694.60,6697.00,6636.20,6636.20,985377900
20131127,6636.20,6664.10,6635.70,6649.50,580646900
20131128,6649.50,6679.50,6642.60,6654.50,462672800
20131129,6654.50,6681.60,6648.50,6650.60,535923900
20131202,6650.60,6657.40,6595.20,6595.30,559055000
20131203,6595.30,6595.50,6531.30,6532.40,685375800
20131204,6532.40,6544.70,6479.70,6510.00,780322500
20131205,6510.00,6518.90,6487.20,6498.30,558155600
20131206,6498.30,6555.70,6496.30,6552.00,564649200
20131209,6552.00,6568.40,6534.70,6559.50,506315300
20131210,6559.50,6571.90,6519.00,6523.30,553693100
20131211,6523.30,6555.60,6507.70,6507.70,524482200
20131212,6507.70,6507.70,6436.00,6445.30,663531300
20131213,6445.30,6462.80,6433.50,6440.00,705414500
20131216,6440.00,6531.20,6422.20,6522.20,654077800
20131217,6522.20,6522.20,6482.60,6486.20,584164400
20131218,6486.20,6524.50,6486.20,6492.10,529477800
20131219,6492.10,6566.40,6492.10,6555.10,388453600
20131220,6584.70,6616.80,6576.80,6606.60,1096668200
20131223,6606.60,6678.60,6606.20,6678.60,351999300
20131224,6678.60,6712.10,6672.20,6694.20,101669600
20131227,6694.20,6754.10,6694.20,6750.90,291262200
20131230,6750.90,6768.40,6718.20,6731.30,295553400
20131231,6731.30,6757.00,6731.30,6749.10,153445200
20140102,6749.10,6759.40,6707.50,6717.90,459529100
20140103,6717.90,6747.30,6699.30,6730.70,374841400
20140106,6730.70,6752.00,6714.60,6730.70,524386900
20140107,6730.70,6768.90,6718.10,6755.50,672375600
20140108,6755.50,6755.50,6713.40,6721.80,720223400
20140109,6721.80,6746.40,6679.30,6691.30,782896500
20140110,6691.30,6769.90,6691.30,6739.90,811611800
20140113,6739.90,6765.60,6731.00,6757.20,598026800
20140114,6757.20,6772.60,6694.10,6766.90,571046500
20140115,6766.90,6825.20,6766.90,6819.90,693715800
20140116,6819.90,6831.70,6811.20,6815.40,714152700
20140117,6815.40,6840.50,6800.00,6829.30,1000005200
20140120,6829.30,6837.50,6810.60,6836.70,424810600
20140121,6836.70,6867.40,6822.30,6834.30,619078800
20140122,6834.30,6864.90,6821.80,6826.30,548899600
20140123,6826.30,6837.20,6760.60,6773.30,668825200
20140124,6773.30,6784.40,6654.90,6663.70,844748200
20140127,6663.70,6665.40,6539.30,6550.70,985294500
20140128,6550.70,6590.70,6550.70,6572.30,675933100
20140129,6572.30,6645.20,6482.70,6544.30,990211400
20140130,6544.30,6573.90,6503.30,6538.50,756194200
20140131,6538.50,6548.50,6421.30,6510.40,751687100
20140203,6510.40,6538.30,6460.00,6465.70,829888600
20140204,6465.70,6478.20,6416.70,6449.30,923218900
20140205,6449.30,6483.70,6423.80,6457.90,810223800
20140206,6457.90,6566.00,6457.90,6558.30,830569300
20140207,6558.30,6596.30,6540.80,6571.70,709095800
20140210,6571.70,6597.00,6565.30,6591.60,593919800
20140211,6591.60,6672.70,6591.60,6672.70,934972000
20140212,6672.70,6708.20,6669.10,6675.00,821211900
20140213,6675.00,6675.20,6608.10,6659.40,1170917600
20140214,6659.40,6672.20,6646.50,6663.60,912852700
20140217,6663.60,6745.60,6661.50,6736.00,630547500
20140218,6736.00,6802.90,6716.60,6796.40,828311700
20140219,6796.40,6810.50,6759.90,6796.70,793947100
20140220,6796.70,6813.00,6732.00,6813.00,745785700
20140221,6813.00,6859.90,6813.00,6838.10,1024984200
20140224,6838.10,6865.90,6797.80,6865.90,1068068300
20140225,6862.70,6866.40,6790.90,6830.50,1163984100
20140226,6830.50,6834.10,6785.30,6799.20,739193300
20140227,6799.20,6819.20,6733.50,6810.30,860420000
20140228,6810.30,6833.80,6785.50,6809.70,924578400
20140303,6809.70,6809.70,6671.90,6708.40,829082600
20140304,6708.40,6827.20,6708.40,6823.80,734136300
20140305,6823.80,6824.20,6771.50,6775.40,630136500
20140306,6775.40,6806.60,6771.00,6788.50,666186300
20140307,6788.50,6800.70,6706.40,6712.70,793752600
20140310,6712.70,6757.00,6671.60,6689.50,820416900
20140311,6689.50,6718.30,6660.60,6685.50,868947800
20140312,6685.50,6685.50,6598.40,6620.90,891943200
20140313,6620.90,6631.40,6552.50,6553.80,895818900
20140314,6553.80,6553.80,6500.40,6527.90,847299400
20140317,6527.90,6592.40,6527.90,6568.40,692708400
20140318,6568.40,6628.20,6534.90,6605.30,723690100
20140319,6605.30,6609.50,6566.90,6573.10,1051188400
20140320,6573.10,6573.10,6492.60,6542.40,795074200
20140321,6542.40,6572.10,6537.90,6557.20,1501522000
20140324,6557.20,6569.00,6506.40,6520.40,762850300
20140325,6520.40,6604.90,6520.40,6604.90,674287000
20140326,6604.90,6643.60,6601.80,6605.30,1429765600
20140327,6605.30,6605.30,6561.40,6588.30,850226700
20140328,6588.30,6631.50,6585.70,6615.60,1001322600
20140331,6615.60,6658.40,6583.10,6598.40,868366300
20140401,6598.40,6660.30,6598.40,6652.60,857737300
20140402,6652.60,6672.70,6639.60,6659.00,973749400
20140403,6659.00,6680.80,6638.50,6649.10,670678000
20140404,6649.10,6706.30,6649.10,6695.60,876352600
20140407,6695.60,6695.60,6614.70,6622.80,667468200
20140408,6622.80,6625.20,6549.80,6590.70,1056680100
20140409,6590.70,6654.10,6590.40,6635.60,758993600
20140410,6635.60,6688.30,6620.40,6642.00,671373100
20140411,6642.00,6642.00,6538.80,6561.70,817952500
20140414,6561.70,6583.80,6507.10,6583.80,983152200
20140415,6583.80,6594.20,6534.20,6541.60,858936000
20140416,6541.60,6597.00,6541.60,6584.20,686337200
20140417,6584.20,6627.30,6559.40,6625.30,842349900
20140422,6625.30,6706.20,6625.30,6681.80,843999800
20140423,6681.80,6694.80,6661.40,6674.70,637850100
20140424,6674.70,6724.60,6667.70,6703.00,616106700
20140425,6703.00,6704.40,6657.30,6685.70,578697500
20140428,6685.70,6720.30,6682.90,6700.20,652775300
20140429,6700.20,6769.90,6700.10,6769.90,674490500
20140430,6769.90,6794.90,6748.80,6780.00,773112200
20140501,6780.00,6811.60,6773.70,6808.90,649344400
20140502,6808.90,6838.20,6798.60,6822.40,746449000
20140506,6822.40,6828.60,6785.30,6798.60,732623500
20140507,6798.60,6799.30,6766.80,6796.40,768894900
20140508,6796.40,6840.40,6796.40,6839.30,818478900
20140509,6839.30,6839.40,6805.40,6814.60,617677000
20140512,6814.60,6851.80,6814.60,6851.80,565733200
20140513,6851.80,6877.40,6846.00,6873.10,631554800
20140514,6873.10,6880.10,6854.00,6878.50,529825700
20140515,6878.50,6894.90,6821.70,6840.90,896969900
20140516,6840.90,6855.90,6813.50,6855.80,985979600
20140519,6855.80,6862.20,6804.30,6844.60,745674100
20140520,6844.60,6848.40,6792.50,6802.00,680773300
20140521,6802.00,6821.00,6782.80,6821.00,733746900
20140522,6821.00,6846.60,6810.20,6820.60,564880200
20140523,6820.60,6825.50,6793.50,6815.80,485846000
20140527,6815.80,6857.10,6815.40,6844.90,585487200
20140528,6844.90,6855.80,6833.60,6851.20,577490600
20140529,6851.20,6882.10,6848.10,6871.30,403366600
20140530,6871.30,6874.30,6832.00,6844.50,1174009700
20140602,6844.50,6874.40,6844.50,6864.10,573724300
20140603,6864.10,6865.40,6818.00,6836.30,505128700
20140604,6836.30,6840.60,6800.10,6818.60,575435900
20140605,6818.60,6847.00,6795.30,6813.50,627405700
20140606,6813.50,6862.90,6813.50,6858.20,774866500
20140609,6858.20,6879.00,6857.70,6875.00,388132800
20140610,6875.00,6875.20,6835.80,6873.60,535388800
20140611,6873.60,6873.60,6825.20,6838.90,676538600
20140612,6838.90,6853.20,6827.00,6843.10,527380800
20140613,6843.10,6843.10,6758.20,6777.90,640614600
20140616,6777.90,6779.40,6748.00,6754.60,604240100
20140617,6754.60,6774.90,6736.10,6766.80,577374400
20140618,6766.80,6799.60,6766.80,6778.60,511450700
20140619,6778.60,6837.60,6778.60,6808.10,564148400
20140620,6808.10,6840.60,6791.20,6825.20,1020446400
20140623,6825.20,6829.80,6785.80,6800.60,466639400
20140624,6800.60,6824.50,6776.80,6787.10,570127000
20140625,6787.10,6787.10,6716.40,6733.60,585547600
20140626,6733.60,6753.30,6701.60,6735.10,902551300
20140627,6735.10,6767.60,6735.10,6757.80,516986900
20140630,6757.80,6777.10,6730.50,6743.90,614336500
20140701,6743.90,6805.90,6743.90,6802.90,514345100
20140702,6802.90,6829.50,6796.60,6816.40,479498000
20140703,6816.40,6866.60,6815.50,6865.20,523958700
20140704,6865.20,6875.30,6856.40,6866.10,329363500
20140707,6866.10,6866.40,6817.60,6823.50,389059700
20140708,6823.50,6831.00,6738.50,6738.50,660675300
20140709,6738.50,6740.80,6692.80,6718.00,602260300
20140710,6718.00,6724.80,6643.60,6672.40,764873500
20140711,6672.40,6696.10,6663.70,6690.20,533174800
20140714,6690.20,6760.70,6690.20,6746.10,468494700
20140715,6746.10,6764.00,6709.20,6710.50,604327700
20140716,6710.50,6792.60,6710.50,6784.70,610714400
20140717,6784.70,6784.70,6727.70,6738.30,631724300
20140718,6738.30,6749.90,6690.90,6749.50,585590200
20140721,6749.50,6753.40,6715.80,6728.40,470701900
20140722,6728.40,6801.80,6728.40,6795.30,538472400
20140723,6795.30,6822.70,6773.10,6798.20,589203600
20140724,6798.20,6821.50,6767.30,6821.50,541591300
20140725,6821.50,6830.80,6780.70,6791.60,661620000
20140728,6791.60,6809.60,6761.80,6788.10,528691400
20140729,6788.10,6833.70,6784.00,6807.80,527703100
20140730,6807.80,6815.30,6758.20,6773.40,692780400
20140731,6773.40,6797.10,6716.30,6730.10,919865400
20140801,6730.10,6730.10,6624.70,6679.20,695334800
20140804,6679.20,6715.60,6669.90,6677.50,522832700
20140805,6677.50,6713.50,6671.50,6682.50,512852200
20140806,6682.50,6682.50,6588.40,6636.20,803798800
20140807,6636.20,6649.10,6589.80,6597.40,565630100
20140808,6597.40,6597.40,6528.70,6567.40,645423400
20140811,6567.40,6645.80,6567.40,6632.80,494367000
20140812,6632.80,6643.70,6612.50,6632.40,448281800
20140813,6632.40,6664.30,6626.00,6656.70,527733500
20140814,6656.70,6694.60,6641.80,6685.30,512629300
20140815,6685.30,6742.80,6685.30,6689.10,545581000
20140818,6689.10,6745.70,6689.10,6741.30,413053500
20140819,6741.30,6782.90,6740.70,6779.30,463536900
20140820,6779.30,6781.20,6739.80,6755.50,466211000
20140821,6755.50,6780.70,6752.70,6777.70,423431000
20140822,6777.70,6784.60,6746.40,6775.30,571522600
20140826,6775.30,6827.30,6775.30,6822.80,538317700
20140827,6822.80,6830.70,6813.20,6830.70,481233300
20140828,6830.70,6831.20,6796.90,6805.80,498070100
20140829,6805.80,6828.90,6782.60,6819.80,720978600
20140901,6819.80,6825.30,6798.30,6825.30,404272400
20140902,6825.30,6849.30,6812.30,6829.20,820230900
20140903,6829.20,6898.60,6826.70,6873.60,674899700
20140904,6873.60,6904.90,6866.30,6878.00,689038700
20140905,6878.00,6885.00,6829.10,6855.10,596549800
20140908,6855.10,6855.10,6773.80,6834.80,754127500
20140909,6834.80,6846.20,6812.50,6829.00,580798600
20140910,6829.00,6847.80,6800.00,6830.10,585612100
20140911,6830.10,6857.50,6764.90,6799.60,648015500
20140912,6799.60,6832.20,6799.40,6807.00,552974800
20140915,6807.00,6813.90,6771.70,6804.20,529231800
20140916,6804.20,6804.30,6748.10,6792.20,592887700
20140917,6792.20,6816.90,6780.90,6780.90,596526700
20140918,6780.90,6822.60,6769.60,6819.30,644480400
20140919,6819.30,6876.00,6819.30,6837.90,1551957500
20140922,6837.90,6838.40,6766.90,6773.60,675055200
20140923,6773.60,6777.30,6647.20,6676.10,762840800
20140924,6676.10,6707.30,6652.00,6706.30,793646000
20140925,6706.30,6726.40,6621.50,6639.70,927894000
20140926,6639.70,6664.00,6615.10,6649.40,589221500
20140929,6649.40,6653.90,6608.70,6646.60,564786600
20140930,6646.60,6658.90,6601.60,6622.70,882273900
20141001,6622.70,6622.80,6539.70,6557.50,789707300
20141002,6557.50,6557.70,6446.40,6446.40,807089800
20141003,6446.40,6542.90,6446.40,6527.90,750613100
20141006,6527.90,6588.30,6527.90,6563.70,722223000
